dataset,target,split,task,features,head,n_request,n_train,seed,n_test,auc,ap,degenerate,spearman,pearson,r2,rmse
SAbDab_Chen,developability,random,classification,cheap,mlp,1000,1000,8,603,0.8456757312849355,0.6282480240618502,False,,,,
SAbDab_Chen,developability,random,classification,cheap,mlp,all,1806,8,603,0.8815798497993896,0.6288511182649666,False,,,,
SAbDab_Chen,developability,random,classification,cheap,mlp,25,25,9,603,0.5569510647782997,0.22398021563026715,False,,,,
SAbDab_Chen,developability,random,classification,cheap,mlp,50,50,9,603,0.6441737251808923,0.3144680560933084,False,,,,
SAbDab_Chen,developability,random,classification,cheap,mlp,100,100,9,603,0.7135129110798669,0.386996097904432,False,,,,
SAbDab_Chen,developability,random,classification,cheap,mlp,200,200,9,603,0.8030674531051748,0.5342551293696,False,,,,
SAbDab_Chen,developability,random,classification,cheap,mlp,500,500,9,603,0.845658585096533,0.5883139995077636,False,,,,
SAbDab_Chen,developability,random,classification,cheap,mlp,1000,1000,9,603,0.8559805905147286,0.6050860521401735,False,,,,
SAbDab_Chen,developability,random,classification,cheap,mlp,all,1806,9,603,0.8714807448304243,0.6622559414467869,False,,,,
SAbDab_Chen,developability,random,classification,cheap,mlp,25,25,10,603,0.5007115668186962,0.1963233706018523,False,,,,
SAbDab_Chen,developability,random,classification,cheap,mlp,50,50,10,603,0.6159339528822743,0.26565793857815256,False,,,,
SAbDab_Chen,developability,random,classification,cheap,mlp,100,100,10,603,0.6245584856486404,0.2657585205172941,False,,,,
SAbDab_Chen,developability,random,classification,cheap,mlp,200,200,10,603,0.7381005452487913,0.4236864303814775,False,,,,
SAbDab_Chen,developability,random,classification,cheap,mlp,500,500,10,603,0.8324560200267481,0.5633131096588022,False,,,,
SAbDab_Chen,developability,random,classification,cheap,mlp,1000,1000,10,603,0.8452299303864751,0.5941219971275569,False,,,,
SAbDab_Chen,developability,random,classification,cheap,mlp,all,1806,10,603,0.8858835430883714,0.6612483459956711,False,,,,
SAbDab_Chen,developability,random,classification,cheap,mlp,25,25,11,603,0.6816895854051646,0.33719465702827783,False,,,,
SAbDab_Chen,developability,random,classification,cheap,mlp,50,50,11,603,0.695835190837077,0.3186749919654038,False,,,,
SAbDab_Chen,developability,random,classification,cheap,mlp,100,100,11,603,0.7156047460649498,0.33545454275332715,False,,,,
SAbDab_Chen,developability,random,classification,cheap,mlp,200,200,11,603,0.7610764377078976,0.44738507351057916,False,,,,
SAbDab_Chen,developability,random,classification,cheap,mlp,500,500,11,603,0.8388001097356059,0.5421612620017945,False,,,,
SAbDab_Chen,developability,random,classification,cheap,mlp,1000,1000,11,603,0.8751157367717156,0.6389999674765301,False,,,,
SAbDab_Chen,developability,random,classification,cheap,mlp,all,1806,11,603,0.8854377421899112,0.6280674952012295,False,,,,
SAbDab_Chen,developability,random,classification,cheap,mlp,25,25,12,603,0.6827783683687116,0.3576884925640518,False,,,,
SAbDab_Chen,developability,random,classification,cheap,mlp,50,50,12,603,0.6720620006172628,0.38181374077649355,False,,,,
SAbDab_Chen,developability,random,classification,cheap,mlp,100,100,12,603,0.7396865676760056,0.4165252126317073,False,,,,
SAbDab_Chen,developability,random,classification,cheap,mlp,200,200,12,603,0.7495627721957409,0.4271463054782386,False,,,,
SAbDab_Chen,developability,random,classification,cheap,mlp,500,500,12,603,0.8126778917046741,0.5243874823377842,False,,,,
SAbDab_Chen,developability,random,classification,cheap,mlp,1000,1000,12,603,0.8314872603820171,0.5575145340121559,False,,,,
SAbDab_Chen,developability,random,classification,cheap,mlp,all,1806,12,603,0.8684715887658174,0.6132974929119372,False,,,,
SAbDab_Chen,developability,random,classification,cheap,mlp,25,25,13,603,0.6407444875004287,0.32838977309919276,False,,,,
SAbDab_Chen,developability,random,classification,cheap,mlp,50,50,13,603,0.6853245773464558,0.3432527237244102,False,,,,
SAbDab_Chen,developability,random,classification,cheap,mlp,100,100,13,603,0.7315849936559103,0.4055130730412668,False,,,,
SAbDab_Chen,developability,random,classification,cheap,mlp,200,200,13,603,0.7856983642536265,0.5090113068677615,False,,,,
SAbDab_Chen,developability,random,classification,cheap,mlp,500,500,13,603,0.7707297417784027,0.4894194890573717,False,,,,
SAbDab_Chen,developability,random,classification,cheap,mlp,1000,1000,13,603,0.8322331195775179,0.6147648761450816,False,,,,
SAbDab_Chen,developability,random,classification,cheap,mlp,all,1806,13,603,0.859941360035664,0.6774499684400649,False,,,,
SAbDab_Chen,developability,random,classification,cheap,mlp,25,25,14,603,0.4332927540207812,0.17338990953238478,False,,,,
SAbDab_Chen,developability,random,classification,cheap,mlp,50,50,14,603,0.5597630396762799,0.2350579735154174,False,,,,
SAbDab_Chen,developability,random,classification,cheap,mlp,100,100,14,603,0.6800092589417372,0.35372967773722197,False,,,,
SAbDab_Chen,developability,random,classification,cheap,mlp,200,200,14,603,0.7608535372586674,0.46630402143866373,False,,,,
SAbDab_Chen,developability,random,classification,cheap,mlp,500,500,14,603,0.8325760433455643,0.5879878706232757,False,,,,
SAbDab_Chen,developability,random,classification,cheap,mlp,1000,1000,14,603,0.8446983985460031,0.6192835373614225,False,,,,
SAbDab_Chen,developability,random,classification,cheap,mlp,all,1806,14,603,0.8463101402558212,0.6001623310974301,False,,,,
SAbDab_Chen,developability,random,classification,cheap,mlp,25,25,15,603,0.4807876958952025,0.1810945533341724,False,,,,
SAbDab_Chen,developability,random,classification,cheap,mlp,50,50,15,603,0.6108243887383835,0.2834946598015684,False,,,,
SAbDab_Chen,developability,random,classification,cheap,mlp,100,100,15,603,0.6895596858818285,0.4008549867738734,False,,,,
SAbDab_Chen,developability,random,classification,cheap,mlp,200,200,15,603,0.7361630259593291,0.47809104312472894,False,,,,
SAbDab_Chen,developability,random,classification,cheap,mlp,500,500,15,603,0.7563269435204554,0.5660120809244625,False,,,,
SAbDab_Chen,developability,random,classification,cheap,mlp,1000,1000,15,603,0.7846867391378896,0.5191721942168981,False,,,,
SAbDab_Chen,developability,random,classification,cheap,mlp,all,1806,15,603,0.8697318336133877,0.6458768525388351,False,,,,
SAbDab_Chen,developability,random,classification,cheap,mlp,25,25,16,603,0.6871849387881075,0.3505213043602087,False,,,,
SAbDab_Chen,developability,random,classification,cheap,mlp,50,50,16,603,0.729467439388224,0.44182171025355166,False,,,,
SAbDab_Chen,developability,random,classification,cheap,mlp,100,100,16,603,0.7473509138918418,0.4552911579740895,False,,,,
SAbDab_Chen,developability,random,classification,cheap,mlp,200,200,16,603,0.8119234594149721,0.5159238039686299,False,,,,
SAbDab_Chen,developability,random,classification,cheap,mlp,500,500,16,603,0.8366825554679196,0.5520963994928986,False,,,,
SAbDab_Chen,developability,random,classification,cheap,mlp,1000,1000,16,603,0.8755529645759748,0.6819917279321276,False,,,,
SAbDab_Chen,developability,random,classification,cheap,mlp,all,1806,16,603,0.8884640444429204,0.6963840258146733,False,,,,
SAbDab_Chen,developability,random,classification,cheap,mlp,25,25,17,603,0.6603940194094854,0.31926834921709746,False,,,,
SAbDab_Chen,developability,random,classification,cheap,mlp,50,50,17,603,0.7332996124961422,0.44507830906614776,False,,,,
SAbDab_Chen,developability,random,classification,cheap,mlp,100,100,17,603,0.696435307431158,0.38855588298191196,False,,,,
SAbDab_Chen,developability,random,classification,cheap,mlp,200,200,17,603,0.7286701416275162,0.4115590715527411,False,,,,
SAbDab_Chen,developability,random,classification,cheap,mlp,500,500,17,603,0.8081255786838586,0.4649115465948349,False,,,,
SAbDab_Chen,developability,random,classification,cheap,mlp,1000,1000,17,603,0.8240200953328075,0.6093647690747276,False,,,,
SAbDab_Chen,developability,random,classification,cheap,mlp,all,1806,17,603,0.8572151160796955,0.6310840548893061,False,,,,
SAbDab_Chen,developability,random,classification,cheap,mlp,25,25,18,603,0.6686241898425981,0.31406097224268015,False,,,,
SAbDab_Chen,developability,random,classification,cheap,mlp,50,50,18,603,0.6828555262165221,0.39193270136387703,False,,,,
SAbDab_Chen,developability,random,classification,cheap,mlp,100,100,18,603,0.6977041253729296,0.39890346146192956,False,,,,
SAbDab_Chen,developability,random,classification,cheap,mlp,200,200,18,603,0.7438102259867632,0.4844641757436657,False,,,,
SAbDab_Chen,developability,random,classification,cheap,mlp,500,500,18,603,0.789882034223792,0.5406321718734045,False,,,,
SAbDab_Chen,developability,random,classification,cheap,mlp,1000,1000,18,603,0.8487963375741572,0.6023946553504218,False,,,,
SAbDab_Chen,developability,random,classification,cheap,mlp,all,1806,18,603,0.8891927574500189,0.6945994388332463,False,,,,
SAbDab_Chen,developability,random,classification,cheap,mlp,25,25,19,603,0.6029028496965124,0.2990155736872294,False,,,,
SAbDab_Chen,developability,random,classification,cheap,mlp,50,50,19,603,0.6249528479818935,0.2919299429215096,False,,,,
SAbDab_Chen,developability,random,classification,cheap,mlp,100,100,19,603,0.7294760124824252,0.3914751561087553,False,,,,
SAbDab_Chen,developability,random,classification,cheap,mlp,200,200,19,603,0.8007527176708618,0.5144473876147145,False,,,,
SAbDab_Chen,developability,random,classification,cheap,mlp,500,500,19,603,0.8277065258393059,0.5485348051249145,False,,,,
SAbDab_Chen,developability,random,classification,cheap,mlp,1000,1000,19,603,0.8521912828778163,0.5911545748368139,False,,,,
SAbDab_Chen,developability,random,classification,cheap,mlp,all,1806,19,603,0.8787507287130072,0.632242200485003,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,25,25,0,603,0.5358955454202531,0.2213238006883826,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,50,50,0,603,0.6723620589143035,0.31098835291692295,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,100,100,0,603,0.7141216007681492,0.3598904868047416,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,200,200,0,603,0.7677377319021982,0.4505510119246119,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,500,500,0,603,0.8209595007029937,0.5787017362928015,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,1000,1000,0,603,0.8536058434210074,0.6375883769657269,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,all,1806,0,603,0.8625047152018107,0.6518732321795152,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,25,25,1,603,0.661722849010665,0.32174678448977223,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,50,50,1,603,0.6861561674839683,0.4147563112523267,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,100,100,1,603,0.70850622406639,0.44193645494980316,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,200,200,1,603,0.7843523884640445,0.5341982065127275,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,500,500,1,603,0.7869757552895993,0.550903699457407,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,1000,1000,1,603,0.8296869105997737,0.6250310677113724,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,all,1806,1,603,0.8666883851719762,0.6953234126882145,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,25,25,2,603,0.5593858235314291,0.3167742713159827,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,50,50,2,603,0.6479115942525977,0.3633261506068591,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,100,100,2,603,0.6811066149994855,0.3600712451258461,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,200,200,2,603,0.7599019238023387,0.4116458582697827,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,500,500,2,603,0.8357738074825967,0.5997333132596723,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,1000,1000,2,603,0.8777305305030692,0.6973922315831986,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,all,1806,2,603,0.8926820067898906,0.7104943388645819,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,25,25,3,603,0.6076523438839546,0.26865809850135103,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,50,50,3,603,0.6195175062583589,0.33654207698937394,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,100,100,3,603,0.6717362230376187,0.43125398485800165,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,200,200,3,603,0.7507458591955009,0.5033268659461548,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,500,500,3,603,0.8362196083810569,0.6509511054634425,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,1000,1000,3,603,0.8781591852131272,0.6858470172258182,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,all,1806,3,603,0.8949624498473989,0.7356715859377347,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,25,25,4,603,0.4740749631356949,0.1878562973167313,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,50,50,4,603,0.48119920441685815,0.22501999528000993,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,100,100,4,603,0.6979270258221598,0.351624519480856,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,200,200,4,603,0.7361373066767258,0.39850400186220214,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,500,500,4,603,0.7838208566235726,0.4529024943714736,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,1000,1000,4,603,0.8646479887521004,0.6195836672286043,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,all,1806,4,603,0.8806968210966701,0.6485883544188803,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,25,25,5,603,0.6393127807688351,0.33918251156275153,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,50,50,5,603,0.6821096670210212,0.4467684975949545,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,100,100,5,603,0.743372998182504,0.4920663300207837,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,200,200,5,603,0.7643770789753439,0.5023832602838803,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,500,500,5,603,0.8141181715304687,0.5582689310421699,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,1000,1000,5,603,0.8409005178148897,0.6072140663084847,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,all,1806,5,603,0.8894756695586571,0.6740023361535539,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,25,25,6,603,0.676434278659854,0.3714924737121351,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,50,50,6,603,0.6925774150406364,0.38890958705987677,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,100,100,6,603,0.7633225883886012,0.5188476792153285,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,200,200,6,603,0.7526833784849628,0.5056417369220504,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,500,500,6,603,0.8175045437399266,0.6167702872227505,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,1000,1000,6,603,0.874378450670416,0.6526869975695331,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,all,1806,6,603,0.9070419395768321,0.6978717282337044,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,25,25,7,603,0.6937605020403963,0.414567678288696,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,50,50,7,603,0.6140735914406228,0.302742477883259,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,100,100,7,603,0.6792548266520353,0.35564101585420144,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,200,200,7,603,0.7369003120606289,0.4420178627896605,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,500,500,7,603,0.8122149446178115,0.5354259431963221,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,1000,1000,7,603,0.8499708514797161,0.6087907314612051,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,all,1806,7,603,0.8975686704845512,0.7325357606122629,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,25,25,8,603,0.7048112204656904,0.3711898340154631,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,50,50,8,603,0.7273584582147388,0.3649618996433899,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,100,100,8,603,0.6819810706080038,0.44016604746463456,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,200,200,8,603,0.7629796646205549,0.47287728608004886,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,500,500,8,603,0.841337745619149,0.6347519490890577,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,1000,1000,8,603,0.877550495524845,0.6667857234630173,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,all,1806,8,603,0.8986403072596962,0.7037207338556443,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,25,25,9,603,0.5668272692980352,0.25554907411392686,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,50,50,9,603,0.6356177771681355,0.3157339227086968,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,100,100,9,603,0.6983128150612119,0.3808682480193061,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,200,200,9,603,0.7651915229244539,0.45360979653514377,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,500,500,9,603,0.8817170193066082,0.6846429469115596,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,1000,1000,9,603,0.8876667466822126,0.6884107167634766,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,all,1806,9,603,0.8995147628682145,0.7395725970488157,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,25,25,10,603,0.5013716950721855,0.22884861082561045,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,50,50,10,603,0.5915692191625802,0.2572243303085159,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,100,100,10,603,0.6562360687219231,0.2879292349292096,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,200,200,10,603,0.759258941737252,0.47132828335451254,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,500,500,10,603,0.8272092863756387,0.5743330522562855,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,1000,1000,10,603,0.8461129590891945,0.6104167773826032,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,all,1806,10,603,0.8919361475943898,0.6884925319212668,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,25,25,11,603,0.71841672096293,0.3789136952682606,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,50,50,11,603,0.7092692294502931,0.3990274584640736,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,100,100,11,603,0.6888223997805287,0.36710013012685416,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,200,200,11,603,0.7647628682143959,0.474210569232594,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,500,500,11,603,0.8371883680257879,0.6023552356621245,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,1000,1000,11,603,0.8780820273653167,0.6563484194117901,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,all,1806,11,603,0.8995833476218237,0.6911557913293797,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,25,25,12,603,0.6609426974383595,0.3765045032701564,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,50,50,12,603,0.6917801172799287,0.4435184250195999,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,100,100,12,603,0.712972806145194,0.4226319917049752,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,200,200,12,603,0.7902078118034361,0.521592343535092,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,500,500,12,603,0.8417578272350057,0.6122766230765792,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,1000,1000,12,603,0.8509996227838552,0.6035410621578453,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,all,1806,12,603,0.8929906381811323,0.7077835966846286,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,25,25,13,603,0.6259644730976304,0.32525398458822685,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,50,50,13,603,0.6987671890538734,0.4329192353110889,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,100,100,13,603,0.6840128939336786,0.418429742264408,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,200,200,13,603,0.7906278934192928,0.5009702205901783,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,500,500,13,603,0.8158413634649018,0.527122769858595,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,1000,1000,13,603,0.8575066012825348,0.6030126475368639,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,all,1806,13,603,0.8808425636980899,0.669012506115619,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,25,25,14,603,0.5709937930797984,0.23632723198544325,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,50,50,14,603,0.5394190871369294,0.22853539390373426,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,100,100,14,603,0.6662580158430782,0.3943528947670319,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,200,200,14,603,0.7529491444051987,0.49725497755829423,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,500,500,14,603,0.8366911285621207,0.5948430705401696,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,1000,1000,14,603,0.8616816981584995,0.630679705376405,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,all,1806,14,603,0.8770704022495801,0.6520800669055419,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,25,25,15,603,0.4823822914166181,0.2013676635801498,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,50,50,15,603,0.6126504578032304,0.2599119488546653,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,100,100,15,603,0.6746596481602141,0.37017094512113186,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,200,200,15,603,0.7700267480539076,0.470069680354531,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,500,500,15,603,0.8085542333939165,0.6152746185228235,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,1000,1000,15,603,0.8470302801687186,0.6192463192096685,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,all,1806,15,603,0.9035612633311615,0.727760507093527,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,25,25,16,603,0.5835190837076918,0.2695357708133271,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,50,50,16,603,0.64911182744076,0.3098970481276631,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,100,100,16,603,0.7171907684921641,0.3985949775330634,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,200,200,16,603,0.757329995541991,0.4591636648727415,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,500,500,16,603,0.825829018209252,0.5954142757055181,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,1000,1000,16,603,0.8594184012893934,0.6649788164981348,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,all,1806,16,603,0.8939336785432599,0.7452491178192524,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,25,25,17,603,0.5326892081890195,0.25767712253200575,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,50,50,17,603,0.6239755152429615,0.3275243421471076,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,100,100,17,603,0.6509807619766127,0.3863446029587485,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,200,200,17,603,0.7445217928054594,0.44216205631714434,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,500,500,17,603,0.7739017866328315,0.47344558492754074,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,1000,1000,17,603,0.8523455985734372,0.6180958921301926,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,all,1806,17,603,0.8839031583279038,0.6776909672047771,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,25,25,18,603,0.6761599396454168,0.3267329760623961,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,50,50,18,603,0.6485888686944892,0.33565743352727806,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,100,100,18,603,0.6709303521827097,0.4030073655156977,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,200,200,18,603,0.7094921298995234,0.46032498156206986,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,500,500,18,603,0.8278608415349268,0.574520302513154,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,1000,1000,18,603,0.8895528274064675,0.6983136078259282,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,all,1806,18,603,0.9133002983436781,0.7628020926403111,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,25,25,19,603,0.5908490792496828,0.27435879566547294,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,50,50,19,603,0.5898031617571414,0.2802594998706006,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,100,100,19,603,0.6913514625698708,0.3402345790414056,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,200,200,19,603,0.7587274098967799,0.4946649435177435,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,500,500,19,603,0.8304670621720791,0.6131982837704466,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,1000,1000,19,603,0.8617245636295052,0.6510834595497099,False,,,,
SAbDab_Chen,developability,random,classification,cheap,gbm,all,1806,19,603,0.8948681458111862,0.7100133031186326,False,,,,
SAbDab_Chen,developability,random,classification,esm2,linear,25,25,0,603,0.6339288776105072,0.28740461032160874,False,,,,
SAbDab_Chen,developability,random,classification,esm2,linear,50,50,0,603,0.6828469531223209,0.34577146609078085,False,,,,
SAbDab_Chen,developability,random,classification,esm2,linear,100,100,0,603,0.6688042248208224,0.3692139314821923,False,,,,
SAbDab_Chen,developability,random,classification,esm2,linear,200,200,0,603,0.738743527313878,0.4432834412115422,False,,,,
SAbDab_Chen,developability,random,classification,esm2,linear,500,500,0,603,0.8111347347484654,0.5517058836062427,False,,,,
SAbDab_Chen,developability,random,classification,esm2,linear,1000,1000,0,603,0.8614073591440623,0.617109958004851,False,,,,
SAbDab_Chen,developability,random,classification,esm2,linear,all,1806,0,603,0.8759644730976304,0.6620793368721134,False,,,,
SAbDab_Chen,developability,random,classification,esm2,linear,25,25,1,603,0.579541167998354,0.26708927542204347,False,,,,
SAbDab_Chen,developability,random,classification,esm2,linear,50,50,1,603,0.6359006892767738,0.4014726416846994,False,,,,
SAbDab_Chen,developability,random,classification,esm2,linear,100,100,1,603,0.6417475395219643,0.40722355717564024,False,,,,
SAbDab_Chen,developability,random,classification,esm2,linear,200,200,1,603,0.6868077226432564,0.4428187855105875,False,,,,
SAbDab_Chen,developability,random,classification,esm2,linear,500,500,1,603,0.8009156064606839,0.5325911598751908,False,,,,
SAbDab_Chen,developability,random,classification,esm2,linear,1000,1000,1,603,0.8174445320805186,0.5720975685512255,False,,,,
SAbDab_Chen,developability,random,classification,esm2,linear,all,1806,1,603,0.8687630739686567,0.6898509251342105,False,,,,
SAbDab_Chen,developability,random,classification,esm2,linear,25,25,2,603,0.6161997188025102,0.3459759487191981,False,,,,
SAbDab_Chen,developability,random,classification,esm2,linear,50,50,2,603,0.6310397448647167,0.3424216090400737,False,,,,
SAbDab_Chen,developability,random,classification,esm2,linear,100,100,2,603,0.6612427557354,0.3507940845798912,False,,,,
SAbDab_Chen,developability,random,classification,esm2,linear,200,200,2,603,0.729416000823017,0.43100646306659873,False,,,,
SAbDab_Chen,developability,random,classification,esm2,linear,500,500,2,603,0.8345564281060321,0.6143210475051768,False,,,,
SAbDab_Chen,developability,random,classification,esm2,linear,1000,1000,2,603,0.8523198792908337,0.6549553858954861,False,,,,
