dataset,target,split,task,features,head,n_request,n_train,seed,n_test,auc,ap,degenerate,spearman,pearson,r2,rmse
TAP,PPC,cluster,regression,random,mlp,all,178,3,63,,,False,0.09002985931084126,0.005673627292580681,-1.2696559811044899,0.7010718875160219
TAP,PPC,cluster,regression,random,mlp,25,25,4,57,,,False,0.023379809645252717,-0.1671654801619552,-3.9390474123972803,0.9900068641615855
TAP,PPC,cluster,regression,random,mlp,50,50,4,57,,,False,0.015934654124214027,-0.21411049771100765,-4.071786522617938,1.0032221003371466
TAP,PPC,cluster,regression,random,mlp,100,100,4,57,,,False,-0.01337432914865321,-0.1897794656022566,-2.6935990792329423,0.8561334876579136
TAP,PPC,cluster,regression,random,mlp,150,150,4,57,,,False,0.020112026452760622,-0.2252000798732848,-2.555550819900527,0.8399821426215432
TAP,PPC,cluster,regression,random,mlp,all,184,4,57,,,False,0.028466771109853815,-0.2301763161739592,-2.259394685867514,0.8042389170342301
TAP,PPC,cluster,regression,random,mlp,25,25,5,68,,,False,-0.05930014693633562,-0.11443906374965661,-2.0190137755582778,1.123643177991541
TAP,PPC,cluster,regression,random,mlp,50,50,5,68,,,False,-0.07638896039596198,-0.14367016311403497,-1.3302191312487608,0.9871752395733835
TAP,PPC,cluster,regression,random,mlp,100,100,5,68,,,False,-0.10510602393386281,-0.19653390319904035,-0.9875194539056475,0.9116991841556
TAP,PPC,cluster,regression,random,mlp,150,150,5,68,,,False,-0.11810923601463598,-0.1546070842096741,-0.8213262806957478,0.8727497823433594
TAP,PPC,cluster,regression,random,mlp,all,173,5,68,,,False,-0.07126231635807406,-0.1142406849101402,-0.80849413696984,0.8696698711204301
TAP,PPC,cluster,regression,random,mlp,25,25,6,56,,,False,0.24277032590867798,0.13584389828649132,-2.0986899404060178,0.8068016463147014
TAP,PPC,cluster,regression,random,mlp,50,50,6,56,,,False,0.24607093491003976,0.11971699342318734,-1.4346444570271357,0.7151472758137198
TAP,PPC,cluster,regression,random,mlp,100,100,6,56,,,False,0.12022643851769067,0.016237446303037473,-1.6063538622334397,0.7399364202823911
TAP,PPC,cluster,regression,random,mlp,150,150,6,56,,,False,0.05779577038554873,0.07742767350781136,-1.237720993482485,0.685615587536975
TAP,PPC,cluster,regression,random,mlp,all,185,6,56,,,False,0.08476244818390925,0.08772491093230358,-1.1211914393388365,0.6675251722041221
TAP,PPC,cluster,regression,random,mlp,25,25,7,59,,,False,0.04088103741458193,0.16423601577477773,-3.410457860055063,0.9047697044119861
TAP,PPC,cluster,regression,random,mlp,50,50,7,59,,,False,0.04624685885913547,0.029486609181554057,-2.117265287760787,0.7606468890264935
TAP,PPC,cluster,regression,random,mlp,100,100,7,59,,,False,0.055822330276764164,0.044311840382455135,-1.7739484139547832,0.7175388196230926
TAP,PPC,cluster,regression,random,mlp,150,150,7,59,,,False,0.06619822809772405,0.055505397166972864,-1.7487022899526488,0.7142661416657335
TAP,PPC,cluster,regression,random,mlp,all,182,7,59,,,False,0.07506220937905835,0.10913979911773336,-1.5317236773247602,0.6854951134444238
TAP,PPC,cluster,regression,random,mlp,25,25,8,63,,,False,-0.061442589885727414,0.0635833853735309,-2.5109933978423555,0.9697708620850615
TAP,PPC,cluster,regression,random,mlp,50,50,8,63,,,False,-0.1065652507583288,0.021940350551737438,-1.8806670115688093,0.8784168426787136
TAP,PPC,cluster,regression,random,mlp,100,100,8,63,,,False,-0.1491136371139788,-0.014157036332200501,-1.519177084734626,0.8214544247206358
TAP,PPC,cluster,regression,random,mlp,150,150,8,63,,,False,-0.1391565375672799,0.0063787094673413225,-1.3026555567456417,0.7853597035819637
TAP,PPC,cluster,regression,random,mlp,all,178,8,63,,,False,-0.0654011440957565,0.0628568850452526,-0.8404086362618597,0.7021198574076869
TAP,PPC,cluster,regression,random,mlp,25,25,9,64,,,False,-0.05966997431146812,-0.0050020171608269395,-1.280865812420843,0.9009491395387195
TAP,PPC,cluster,regression,random,mlp,50,50,9,64,,,False,-0.08748324083346071,0.001420811229477667,-1.1080669636190725,0.8661489996838729
TAP,PPC,cluster,regression,random,mlp,100,100,9,64,,,False,-0.128244868408549,-0.013670236254529768,-0.9992150169062022,0.8434904301454873
TAP,PPC,cluster,regression,random,mlp,150,150,9,64,,,False,-0.1073264872848655,0.054035198622154654,-0.7230709349209448,0.7830725229373086
TAP,PPC,cluster,regression,random,mlp,all,177,9,64,,,False,-0.1157873297058414,0.02554833868541783,-0.7201612456220019,0.7824110700592323
TAP,PPC,cluster,regression,random,mlp,25,25,10,62,,,False,-0.05713050312706428,0.06289546658967801,-1.031040989552225,0.8896158937698497
TAP,PPC,cluster,regression,random,mlp,50,50,10,62,,,False,-0.2064689118461297,0.06890651236110973,-0.6666404454262633,0.805868439541658
TAP,PPC,cluster,regression,random,mlp,100,100,10,62,,,False,-0.007939116238365882,0.20532421954483396,-0.2910061850707051,0.7092630751829123
TAP,PPC,cluster,regression,random,mlp,150,150,10,62,,,False,-0.058116406450782934,0.13900620781927522,-0.33019668674560454,0.7199479843162041
TAP,PPC,cluster,regression,random,mlp,all,179,10,62,,,False,-0.0420046705552757,0.1568786994396102,-0.3334538656115924,0.7208288937410484
TAP,PPC,cluster,regression,random,mlp,25,25,11,62,,,False,0.017843655551390822,0.04949116469637218,-3.122026122372792,1.0111849479113069
TAP,PPC,cluster,regression,random,mlp,50,50,11,62,,,False,-0.005183777306170472,0.05098109625808101,-2.2224594376179465,0.894064716422919
TAP,PPC,cluster,regression,random,mlp,100,100,11,62,,,False,0.02664826223222308,0.04678375931517936,-1.4971214314732841,0.7870368325767135
TAP,PPC,cluster,regression,random,mlp,150,150,11,62,,,False,0.00679882350206278,0.07138899944556408,-1.100536616192782,0.7218390198500909
TAP,PPC,cluster,regression,random,mlp,all,179,11,62,,,False,0.04133997278840472,0.05685071492299452,-1.3179978145761027,0.75828372962056
TAP,PPC,cluster,regression,random,mlp,25,25,12,62,,,False,0.08639029152589266,0.019062078755574207,-4.990609003060856,1.0500184653159472
TAP,PPC,cluster,regression,random,mlp,50,50,12,62,,,False,0.07836705829929393,-0.04600185708798147,-3.7524022549227682,0.9352291734915075
TAP,PPC,cluster,regression,random,mlp,100,100,12,62,,,False,0.05662256315332095,-0.0819064526162325,-3.3480781877135346,0.8945613320456852
TAP,PPC,cluster,regression,random,mlp,150,150,12,62,,,False,0.035108033290912895,-0.11604573197768543,-2.8763791882250573,0.8446457004849541
TAP,PPC,cluster,regression,random,mlp,all,179,12,62,,,False,0.02930779780544184,-0.10837433516056702,-2.3644498080781524,0.7868980624443059
TAP,PPC,cluster,regression,random,mlp,25,25,13,61,,,False,0.19905815108480804,-0.01461432311740174,-2.4708628765210645,0.873255946010581
TAP,PPC,cluster,regression,random,mlp,50,50,13,61,,,False,0.310449467467368,0.1288263395221067,-1.2130457463379325,0.6972973568385799
TAP,PPC,cluster,regression,random,mlp,100,100,13,61,,,False,0.23150327557454953,0.10077282985649645,-1.0387109453009455,0.6692689094521053
TAP,PPC,cluster,regression,random,mlp,150,150,13,61,,,False,0.171487920091021,0.06121471572170059,-1.030996105529324,0.6680013937243018
TAP,PPC,cluster,regression,random,mlp,all,180,13,61,,,False,0.11242046056503921,0.05801017742417276,-1.0451868037514678,0.6703310154940081
TAP,PPC,cluster,regression,random,mlp,25,25,14,59,,,False,0.06773236533843073,0.13795468754709778,-2.037576036173959,0.9142566194611855
TAP,PPC,cluster,regression,random,mlp,50,50,14,59,,,False,0.06347321223418007,0.09239290939225941,-2.0839742731342694,0.9212126811116157
TAP,PPC,cluster,regression,random,mlp,100,100,14,59,,,False,0.021059145904350516,0.023544964818985832,-1.7338757415127075,0.8673490759787247
TAP,PPC,cluster,regression,random,mlp,150,150,14,59,,,False,-0.024726749966344146,-0.022179216585487035,-1.065865013081269,0.7539724979837544
TAP,PPC,cluster,regression,random,mlp,all,182,14,59,,,False,-0.09488446637802873,-0.0775226390215839,-1.1937409205678078,0.7769573914675664
TAP,PPC,cluster,regression,random,mlp,25,25,15,58,,,False,-0.14522025267723299,-0.2131749476187344,-6.17054394732637,1.14585306410262
TAP,PPC,cluster,regression,random,mlp,50,50,15,58,,,False,-0.22210891119150128,-0.24464785518024457,-4.624573369798057,1.0148402243219183
TAP,PPC,cluster,regression,random,mlp,100,100,15,58,,,False,-0.11189766996613458,-0.13286974387202818,-2.616259328737692,0.8137343758788882
TAP,PPC,cluster,regression,random,mlp,150,150,15,58,,,False,-0.011336548757383996,-0.058539977713762334,-2.6821448080308006,0.8211137250659528
TAP,PPC,cluster,regression,random,mlp,all,183,15,58,,,False,0.025233970787785862,0.01963788434735589,-1.9655670299341441,0.7368969378724708
TAP,PPC,cluster,regression,random,mlp,25,25,16,55,,,False,0.07684935075647539,0.04471919331285853,-4.3164112139954005,1.0465909768239765
TAP,PPC,cluster,regression,random,mlp,50,50,16,55,,,False,0.06255522415364105,0.08157022782887527,-2.6086862376250446,0.862267992095046
TAP,PPC,cluster,regression,random,mlp,100,100,16,55,,,False,0.041556120639167915,0.10718022843175402,-1.9707578488488928,0.7823504380430515
TAP,PPC,cluster,regression,random,mlp,150,150,16,55,,,False,0.026598864451665986,0.0911500468882437,-1.6727235697617209,0.7420697449072877
TAP,PPC,cluster,regression,random,mlp,all,186,16,55,,,False,0.0065576147817126675,0.04165615885590123,-1.7342625719210631,0.750564142008912
TAP,PPC,cluster,regression,random,mlp,25,25,17,58,,,False,-0.1792402362912078,-0.27712309232650134,-2.7460677768255226,0.9763152607176562
TAP,PPC,cluster,regression,random,mlp,50,50,17,58,,,False,-0.183391323685439,-0.25080761154537085,-2.471085070994875,0.9397988111114186
TAP,PPC,cluster,regression,random,mlp,100,100,17,58,,,False,-0.07750761686840683,-0.14039546523966337,-1.8067329302419353,0.8450896979349344
TAP,PPC,cluster,regression,random,mlp,150,150,17,58,,,False,-0.07394511649276063,-0.10514088892902149,-1.3974677375951234,0.7810496610396488
TAP,PPC,cluster,regression,random,mlp,all,183,17,58,,,False,0.014033153653632412,-0.02477164190420554,-1.1228581132470836,0.7349583805237211
TAP,PPC,cluster,regression,random,mlp,25,25,18,56,,,False,-0.08427160578181021,0.02760202790008513,-80.94573856436068,1.1503283590668538
TAP,PPC,cluster,regression,random,mlp,50,50,18,56,,,False,-0.061352549816045925,0.012377181919946648,-61.69940600045558,1.0062139937480334
TAP,PPC,cluster,regression,random,mlp,100,100,18,56,,,False,-0.11360799741798848,-0.057886882519734006,-48.90672679348101,0.8977143824694791
TAP,PPC,cluster,regression,random,mlp,150,150,18,56,,,False,-0.10091436642156519,-0.06392241325903303,-48.49447363118862,0.8939989210442881
TAP,PPC,cluster,regression,random,mlp,all,185,18,56,,,False,-0.14308542939857147,-0.06166682998106918,-37.021883338587834,0.7835657637789752
TAP,PPC,cluster,regression,random,mlp,25,25,19,64,,,False,0.22034680889249197,0.2347840163630954,-1.1195528196342504,0.7909789885131627
TAP,PPC,cluster,regression,random,mlp,50,50,19,64,,,False,0.19247231631102873,0.22804531433009279,-0.8629483217498419,0.7415547636343855
TAP,PPC,cluster,regression,random,mlp,100,100,19,64,,,False,0.05689772371338205,0.12556661650214646,-0.6095101402646113,0.6892704876845225
TAP,PPC,cluster,regression,random,mlp,150,150,19,64,,,False,-0.01162804736787701,-0.009971666257021668,-0.9570116168680658,0.7600453862889087
TAP,PPC,cluster,regression,random,mlp,all,177,19,64,,,False,-0.03849446326220575,-0.07757665626781936,-0.9931774043656323,0.7670360975594377
TAP,PPC,cluster,regression,random,gbm,25,25,0,63,,,False,-0.052669690046633126,0.0950543789140042,-0.07172943757362105,0.5038549816011229
TAP,PPC,cluster,regression,random,gbm,50,50,0,63,,,False,-0.3430073438526868,-0.2491924308483523,-0.5226798690481476,0.6005750414277314
TAP,PPC,cluster,regression,random,gbm,100,100,0,63,,,False,0.10321580140409119,0.020775416698297147,-0.3230790111893098,0.5598296123691063
TAP,PPC,cluster,regression,random,gbm,150,150,0,63,,,False,0.052694382822088666,0.038887281930331995,-0.2821796987990861,0.55110890050115
TAP,PPC,cluster,regression,random,gbm,all,178,0,63,,,False,0.10301825920044698,0.08814158294824752,-0.25435357780786716,0.5450959600963571
TAP,PPC,cluster,regression,random,gbm,25,25,1,60,,,False,-0.07719163134859697,-0.12587594590064569,-0.43880726229095646,0.5594930336705727
TAP,PPC,cluster,regression,random,gbm,50,50,1,60,,,False,-0.053136696929074655,-0.01894758685435992,-0.34262992684181737,0.5404699277967343
TAP,PPC,cluster,regression,random,gbm,100,100,1,60,,,False,0.020391313947127527,-0.014093532095833111,-0.2848915506042935,0.5287210598522795
TAP,PPC,cluster,regression,random,gbm,150,150,1,60,,,False,-0.15529206777561744,-0.22840307268803112,-0.7668672943279193,0.6200052096548709
TAP,PPC,cluster,regression,random,gbm,all,181,1,60,,,False,-0.11345863400943518,-0.24967290138179085,-0.7097776375833165,0.6099063978936831
TAP,PPC,cluster,regression,random,gbm,25,25,2,68,,,False,-0.067039218778971,0.00782937874392469,-0.26155719330583715,0.6233059795256568
TAP,PPC,cluster,regression,random,gbm,50,50,2,68,,,False,0.050893236406772305,0.03256925054106712,-0.17319300218823908,0.6010803809836334
TAP,PPC,cluster,regression,random,gbm,100,100,2,68,,,False,-0.16984709193722888,-0.07162739499110128,-0.25164959413428156,0.6208535982976742
TAP,PPC,cluster,regression,random,gbm,150,150,2,68,,,False,-0.10826843653960978,0.010863803769646706,-0.14162075674982955,0.5929372697808929
TAP,PPC,cluster,regression,random,gbm,all,173,2,68,,,False,-0.11378792686392589,-0.02003136398148935,-0.234185645303296,0.6165070772926102
TAP,PPC,cluster,regression,random,gbm,25,25,3,63,,,False,0.15988572107451926,0.09994495657245898,-0.2850488395985209,0.5275241568924458
TAP,PPC,cluster,regression,random,gbm,50,50,3,63,,,False,0.07227575375831936,0.049530911720728,-0.4742220056382618,0.5650202070676479
TAP,PPC,cluster,regression,random,gbm,100,100,3,63,,,False,-0.08526415364792508,-0.12120321402795316,-0.653612121388115,0.5984107114447174
TAP,PPC,cluster,regression,random,gbm,150,150,3,63,,,False,-0.005086711743837987,0.028788866349174158,-0.4803209674589555,0.5661877652394026
TAP,PPC,cluster,regression,random,gbm,all,178,3,63,,,False,0.09780808357933138,0.07390023052172898,-0.37097796452309595,0.5448761171033953
TAP,PPC,cluster,regression,random,gbm,25,25,4,57,,,False,0.045344702856642875,-0.07219395292121773,-0.5998728226051433,0.5634551317888943
TAP,PPC,cluster,regression,random,gbm,50,50,4,57,,,False,-0.12249133698867275,-0.2559354673708914,-1.0205850172000952,0.633220800341248
TAP,PPC,cluster,regression,random,gbm,100,100,4,57,,,False,0.06511984444419812,-0.09944952872654914,-0.5830951079073947,0.5604928948571645
TAP,PPC,cluster,regression,random,gbm,150,150,4,57,,,False,-0.033755863493578134,-0.16438402941543218,-0.43890047666422083,0.5343575948267956
TAP,PPC,cluster,regression,random,gbm,all,184,4,57,,,False,-0.05043166432124398,-0.15806475190777738,-0.6628635862521133,0.5744403256630235
TAP,PPC,cluster,regression,random,gbm,25,25,5,68,,,False,0.06087153208204839,-0.0965961393990345,-0.14624593456842905,0.6923644749362715
TAP,PPC,cluster,regression,random,gbm,50,50,5,68,,,False,-0.019347679606588467,-0.0592551404221712,-0.17971594138355074,0.7024001506816072
TAP,PPC,cluster,regression,random,gbm,100,100,5,68,,,False,0.28392965351597593,0.14316415419764125,-0.032298347188846055,0.6570501035004065
TAP,PPC,cluster,regression,random,gbm,150,150,5,68,,,False,0.07077125850003883,-0.01608136289030464,-0.1491586786167527,0.6932436060691357
TAP,PPC,cluster,regression,random,gbm,all,173,5,68,,,False,0.14464600266286037,0.009671121923489248,-0.11615501839932096,0.6832161601162289
TAP,PPC,cluster,regression,random,gbm,25,25,6,56,,,False,0.13090074847954172,0.11703266689512119,-1.1097709614545206,0.665725771829787
TAP,PPC,cluster,regression,random,gbm,50,50,6,56,,,False,-0.03728985914304541,-0.02999778657959998,-0.41779334282480884,0.5457379824698989
TAP,PPC,cluster,regression,random,gbm,100,100,6,56,,,False,-0.27746183328469387,-0.3243981004696573,-0.7434930093468515,0.6051845327070752
TAP,PPC,cluster,regression,random,gbm,150,150,6,56,,,False,-0.10063346167981936,-0.29006804002834286,-0.7737439380313438,0.6104121601733499
TAP,PPC,cluster,regression,random,gbm,all,185,6,56,,,False,-0.14887853367844875,-0.25877593763785717,-0.5880570063133301,0.5775781544713727
TAP,PPC,cluster,regression,random,gbm,25,25,7,59,,,False,-0.13343404597754407,-0.15334553592622027,-0.3942063414636423,0.5086976583980921
TAP,PPC,cluster,regression,random,gbm,50,50,7,59,,,False,-0.10488550425873161,-0.1886608596359463,-1.2046109629469788,0.6396791465290486
TAP,PPC,cluster,regression,random,gbm,100,100,7,59,,,False,0.12477758265262899,0.03120365960085662,-0.29423360929719933,0.49012013948960137
TAP,PPC,cluster,regression,random,gbm,150,150,7,59,,,False,0.12875006924693935,0.11007070602576204,-0.3591027898236612,0.5022527965816942
TAP,PPC,cluster,regression,random,gbm,all,182,7,59,,,False,0.28604868021269114,0.06500917519273482,-0.18793944020176712,0.4695624525783529
TAP,PPC,cluster,regression,random,gbm,25,25,8,63,,,False,0.1591921647039301,0.2379240953835749,-0.16698250194882513,0.5590958862111213
TAP,PPC,cluster,regression,random,gbm,50,50,8,63,,,False,0.23629897216922044,0.19310960533780525,-0.25965512277684955,0.580871345644505
TAP,PPC,cluster,regression,random,gbm,100,100,8,63,,,False,-0.01903991718198035,-0.06738970333883969,-0.2593900697205096,0.5808102297792896
TAP,PPC,cluster,regression,random,gbm,150,150,8,63,,,False,0.07907394176597964,0.020768125688215802,-0.1964893719898002,0.5661200642897309
TAP,PPC,cluster,regression,random,gbm,all,178,8,63,,,False,0.035359846195106376,0.06941512711428886,-0.17913669440567803,0.561999853073582
TAP,PPC,cluster,regression,random,gbm,25,25,9,64,,,False,-0.0989591348353921,0.011235428616028238,-0.16963581560498264,0.6451723344791428
TAP,PPC,cluster,regression,random,gbm,50,50,9,64,,,False,-0.09059178238591871,-0.017840247868232392,-0.13332360779352515,0.6350784479274603
TAP,PPC,cluster,regression,random,gbm,100,100,9,64,,,False,0.04265479949801384,0.06610955065267479,-0.10311670053099187,0.6265577941246945
TAP,PPC,cluster,regression,random,gbm,150,150,9,64,,,False,-0.12415468215531479,-0.10839500638755387,-0.19131121584984423,0.651122978748171
TAP,PPC,cluster,regression,random,gbm,all,177,9,64,,,False,-0.07446476230173814,-0.002353338612289063,-0.11583941148874355,0.6301606135719281
TAP,PPC,cluster,regression,random,gbm,25,25,10,62,,,False,-0.3321196959716394,-0.2948606620431211,-0.22548932758162987,0.6910316770326835
TAP,PPC,cluster,regression,random,gbm,50,50,10,62,,,False,-0.06473233664942117,-0.19103493988656714,-0.25822597254980684,0.7002006540722244
TAP,PPC,cluster,regression,random,gbm,100,100,10,62,,,False,-0.010922771033830185,0.06618799270328685,-0.10547220505161237,0.6563222129598018
TAP,PPC,cluster,regression,random,gbm,150,150,10,62,,,False,0.012920522505575847,-0.0057203558043231045,-0.12682477569105632,0.6626304403518133
TAP,PPC,cluster,regression,random,gbm,all,179,10,62,,,False,0.027190175875187725,-0.05285604500524933,-0.1576801312114724,0.671641432315592
TAP,PPC,cluster,regression,random,gbm,25,25,11,62,,,False,-0.010028915893847396,0.22115381822177557,-0.10951764168824041,0.5246169671600561
TAP,PPC,cluster,regression,random,gbm,50,50,11,62,,,False,0.016332805884265757,0.1305919218270964,-0.18364399475077575,0.5418583571433383
TAP,PPC,cluster,regression,random,gbm,100,100,11,62,,,False,-0.002005783178769479,0.2218475234555355,-0.1617906347093696,0.536832947185118
TAP,PPC,cluster,regression,random,gbm,150,150,11,62,,,False,0.05894918615006925,0.19206223438659667,-0.13419781987654766,0.5304196815862386
TAP,PPC,cluster,regression,random,gbm,all,179,11,62,,,False,0.019562898276050376,0.22901537587732376,-0.013557725244927932,0.5014174806728289
TAP,PPC,cluster,regression,random,gbm,25,25,12,62,,,False,-0.13200007276627074,-0.09128891665514755,-2.010808755637649,0.7443942918954963
TAP,PPC,cluster,regression,random,gbm,50,50,12,62,,,False,0.116669053861942,-0.1537514258142541,-0.9398523829823022,0.597510842461072
TAP,PPC,cluster,regression,random,gbm,100,100,12,62,,,False,-0.039988407642124225,-0.1513823186543351,-1.0064177488142394,0.6076760632714934
TAP,PPC,cluster,regression,random,gbm,150,150,12,62,,,False,-0.17326606531708905,-0.08422539643854578,-0.6026021591244852,0.5430931321767023
TAP,PPC,cluster,regression,random,gbm,all,179,12,62,,,False,-0.16631600341379335,-0.13984877970968715,-0.7125220220068227,0.5614092081265623
TAP,PPC,cluster,regression,random,gbm,25,25,13,61,,,False,0.1050810375794633,-0.010709308698245374,-0.36486409184915547,0.5476051543788168
TAP,PPC,cluster,regression,random,gbm,50,50,13,61,,,False,0.017739195776945476,-0.09365757997374746,-0.34479520728348834,0.5435642674864802
TAP,PPC,cluster,regression,random,gbm,100,100,13,61,,,False,-0.2381114645357323,-0.11571308943515717,-0.3655564940458642,0.5477440381469767
TAP,PPC,cluster,regression,random,gbm,150,150,13,61,,,False,0.07052345924147484,0.147512784267248,-0.07421123663925511,0.48581136313680423
TAP,PPC,cluster,regression,random,gbm,all,180,13,61,,,False,-0.12406603947204156,-0.022553673090281796,-0.4273007702143792,0.5599903889814069
TAP,PPC,cluster,regression,random,gbm,25,25,14,59,,,False,-0.2451970780155418,-0.10141213305608317,-1.001056213185259,0.7420517248507212
TAP,PPC,cluster,regression,random,gbm,50,50,14,59,,,False,-0.0544225118876474,-0.05115098551104197,-0.7034583770560954,0.6846526565460924
TAP,PPC,cluster,regression,random,gbm,100,100,14,59,,,False,-0.06181687491586037,-0.04276801350087005,-0.3644758836521804,0.6127558505252368
TAP,PPC,cluster,regression,random,gbm,150,150,14,59,,,False,-0.1106196709020659,-0.05988707527041142,-0.3128846626968327,0.6010599928969484
TAP,PPC,cluster,regression,random,gbm,all,182,14,59,,,False,-0.17154922225454072,-0.08957397760460412,-0.347829202079869,0.6090065523146695
TAP,PPC,cluster,regression,random,gbm,25,25,15,58,,,False,-0.009306588236089338,-0.06513079372967548,-0.9677391285203822,0.6002561803251075
TAP,PPC,cluster,regression,random,gbm,50,50,15,58,,,False,-0.23891073827544784,-0.34038909920741584,-0.7913184700210556,0.5727159541402916
TAP,PPC,cluster,regression,random,gbm,100,100,15,58,,,False,-0.01798857323485725,-0.13229935021013353,-0.42945042573115955,0.5116081198536576
TAP,PPC,cluster,regression,random,gbm,150,150,15,58,,,False,-0.19877998027754581,-0.08299063399689169,-0.49386174193809507,0.5230076990065807
TAP,PPC,cluster,regression,random,gbm,all,183,15,58,,,False,-0.11302195579331317,-0.01416055587119159,-0.32907584105569976,0.4933189078812819
TAP,PPC,cluster,regression,random,gbm,25,25,16,55,,,False,-0.05061889162962474,-0.14242287559008254,-0.5097641630838814,0.5577277578468751
TAP,PPC,cluster,regression,random,gbm,50,50,16,55,,,False,-0.09718532468628098,-0.18273132315337878,-0.5607219256319738,0.5670619006941822
TAP,PPC,cluster,regression,random,gbm,100,100,16,55,,,False,-0.15605649559176885,-0.21735306600089435,-0.39043401400971445,0.5352330159420376
TAP,PPC,cluster,regression,random,gbm,150,150,16,55,,,False,-0.11302675365333967,-0.1270114762101857,-0.3048317256435107,0.5184954590840339
TAP,PPC,cluster,regression,random,gbm,all,186,16,55,,,False,-0.247642059340857,-0.13569037918155627,-0.3428890907846156,0.526002461305457
TAP,PPC,cluster,regression,random,gbm,25,25,17,58,,,False,0.1016396846303928,0.14179987696670746,-0.09974430111914434,0.5289908042434687
TAP,PPC,cluster,regression,random,gbm,50,50,17,58,,,False,0.10504729368535873,0.08823828773048946,-0.21528834713398304,0.5560859588155458
TAP,PPC,cluster,regression,random,gbm,100,100,17,58,,,False,0.04631250488340056,0.09642892766480164,-0.5316802915200509,0.6242899226312969
TAP,PPC,cluster,regression,random,gbm,150,150,17,58,,,False,0.07760055166081499,0.12426701528279055,-0.19645678567327152,0.5517607089517151
TAP,PPC,cluster,regression,random,gbm,all,183,17,58,,,False,-0.0498440269949107,-0.0016935275083292283,-0.16965307565651733,0.5455452716565775
TAP,PPC,cluster,regression,random,gbm,25,25,18,56,,,False,-0.23892234342156735,-0.1684081248190479,-7.664405915331999,0.3740486010203162
TAP,PPC,cluster,regression,random,gbm,50,50,18,56,,,False,0.07810109071410445,0.05090510320845519,-8.514494250663915,0.39196879489721
TAP,PPC,cluster,regression,random,gbm,100,100,18,56,,,False,-0.10962360768855561,-0.04389039690286289,-6.151960080765027,0.33983740637257137
TAP,PPC,cluster,regression,random,gbm,150,150,18,56,,,False,-0.16244321666811704,-0.10732069439658172,-14.322994308599842,0.49742826567636245
TAP,PPC,cluster,regression,random,gbm,all,185,18,56,,,False,-0.17182239957102977,-0.12402542862790908,-9.541614327546148,0.41258382828743334
TAP,PPC,cluster,regression,random,gbm,25,25,19,64,,,False,0.1462414505661629,0.014740885044392256,-0.35648722865584426,0.6327769922479035
TAP,PPC,cluster,regression,random,gbm,50,50,19,64,,,False,0.0177233947784577,0.14672022536827686,-0.062126796878977375,0.5599264820903178
TAP,PPC,cluster,regression,random,gbm,100,100,19,64,,,False,0.09018769803270738,0.1701224431996697,-0.0017570466708034527,0.5437809990394827
TAP,PPC,cluster,regression,random,gbm,150,150,19,64,,,False,-0.08397513240269244,-0.0043962029407410945,-0.21361195195717708,0.5985256233804557
TAP,PPC,cluster,regression,random,gbm,all,177,19,64,,,False,0.07230019774704173,0.0998110047357199,-0.07041920420061665,0.5621080064689591
TAP,PPC,cluster,regression,aac,linear,25,25,0,63,,,False,-0.19719650478781633,-0.16675097952830137,-0.0030371807593165823,0.4874403677716407
TAP,PPC,cluster,regression,aac,linear,50,50,0,63,,,False,-0.11985873206111448,0.01711369576218255,-0.00013919445977772504,0.48673569932410155
TAP,PPC,cluster,regression,aac,linear,100,100,0,63,,,False,0.1358843433317497,0.048833943082713674,-0.11901398844874755,0.5148500208315893
TAP,PPC,cluster,regression,aac,linear,150,150,0,63,,,False,0.19033191321118056,0.13485061496305556,-0.047912443696289664,0.49822495389114246
TAP,PPC,cluster,regression,aac,linear,all,178,0,63,,,False,0.21223440504023056,0.16964389292466892,-0.008965283109512612,0.48887866912616074
TAP,PPC,cluster,regression,aac,linear,25,25,1,60,,,False,-0.0038624215832999214,-0.0882672688771456,-0.0030793033983547158,0.4671550066258332
TAP,PPC,cluster,regression,aac,linear,50,50,1,60,,,False,-0.08440527165858358,0.027841023400273487,-0.0038390935910672663,0.4673318982254195
TAP,PPC,cluster,regression,aac,linear,100,100,1,60,,,False,0.06597356866180674,0.1316521381524432,0.015005731089167251,0.46292456231324636
TAP,PPC,cluster,regression,aac,linear,150,150,1,60,,,False,0.2649734806778549,0.20152233931299446,-0.0019956764559285745,0.46690260457669414
TAP,PPC,cluster,regression,aac,linear,all,181,1,60,,,False,0.30001927651456156,0.24979759993511214,0.037857394347145745,0.45752317366350026
TAP,PPC,cluster,regression,aac,linear,25,25,2,68,,,False,0.1492226618997488,0.17734044724153109,-0.004059921172418601,0.5560676587598014
TAP,PPC,cluster,regression,aac,linear,50,50,2,68,,,False,0.11716640492720831,0.12926588172502512,9.089851762345003e-05,0.5549170665681906
TAP,PPC,cluster,regression,aac,linear,100,100,2,68,,,False,0.07815676868488884,0.1628359177355574,-0.07746638406250317,0.5760360793588751
TAP,PPC,cluster,regression,aac,linear,150,150,2,68,,,False,0.11901278247342083,0.20233523613862597,0.03504079758388323,0.5451327791105814
TAP,PPC,cluster,regression,aac,linear,all,173,2,68,,,False,0.0876636488164511,0.20120969497859148,0.03154180080513924,0.5461202259683556
TAP,PPC,cluster,regression,aac,linear,25,25,3,63,,,False,0.17880038707345078,0.03308038146220557,-0.04392035973331554,0.47546244469141546
