dataset,target,split,features,head,n_request,mean,std,count,n_train,sem
SAbDab_Chen,developability,random,random,gbm,100,0.4972909022324338,0.021238969691794663,20,100.0,0.004749178000291062
SAbDab_Chen,developability,random,random,gbm,1000,0.4810500325777579,0.026511032867798694,20,1000.0,0.005928047164612907
SAbDab_Chen,developability,random,random,gbm,200,0.49558485648640305,0.0281536992331648,20,200.0,0.00629535853034402
SAbDab_Chen,developability,random,random,gbm,25,0.5118278694146292,0.031046426119687717,20,25.0,0.006942191926204675
SAbDab_Chen,developability,random,random,gbm,50,0.4944844998456843,0.022446772074704278,20,50.0,0.005019250823448275
SAbDab_Chen,developability,random,random,gbm,500,0.49164123315386987,0.03322560889909739,20,500.0,0.007429472009220371
SAbDab_Chen,developability,random,random,gbm,all,0.48305527931140907,0.020959306658028126,20,1806.0,0.004686643444861483
SAbDab_Chen,developability,random,random,linear,100,0.48509396111244474,0.024327401108490306,20,100.0,0.005439772259448806
SAbDab_Chen,developability,random,random,linear,1000,0.486257329995542,0.027365568589314174,20,1000.0,0.006119127160863952
SAbDab_Chen,developability,random,random,linear,200,0.48832001646034084,0.02627365181052778,20,200.0,0.005874967146550053
SAbDab_Chen,developability,random,random,linear,25,0.4982665203525256,0.026796150671714605,20,25.0,0.0059918014437280506
SAbDab_Chen,developability,random,random,linear,50,0.4926520009601866,0.02721379854305004,20,50.0,0.006085190346824462
SAbDab_Chen,developability,random,random,linear,500,0.479711772572957,0.03392759708796725,20,500.0,0.007586441340191868
SAbDab_Chen,developability,random,random,linear,all,0.48346164397654406,0.020701420864880665,20,1806.0,0.004628978428470565
SAbDab_Chen,developability,random,random,mlp,100,0.4878973629162237,0.028457694957280507,20,100.0,0.006363334040743219
SAbDab_Chen,developability,random,random,mlp,1000,0.48152583930592224,0.01983776401051442,20,1000.0,0.004435858884910909
SAbDab_Chen,developability,random,random,mlp,200,0.4879196529611468,0.025890191951809118,20,200.0,0.005789222915476315
SAbDab_Chen,developability,random,random,mlp,25,0.49587719899866267,0.02113265311661107,20,25.0,0.0047254048913665135
SAbDab_Chen,developability,random,random,mlp,50,0.4879145091046261,0.02550807937929056,20,50.0,0.005703779946755433
SAbDab_Chen,developability,random,random,mlp,500,0.48557576900654986,0.03278811084336913,20,500.0,0.007331644469957132
SAbDab_Chen,developability,random,random,mlp,all,0.48204794074277285,0.021042252088460087,20,1806.0,0.004705190606948367
TAP,CDR_Length,cluster,aac,gbm,100,0.951573653594713,0.02188833715069533,20,100.0,0.004894380978338881
TAP,CDR_Length,cluster,aac,gbm,150,0.9686265329232624,0.014110571354059735,20,150.0,0.003155219674903882
TAP,CDR_Length,cluster,aac,gbm,25,0.7423832855005507,0.13270097768730843,20,25.0,0.029672840678950447
TAP,CDR_Length,cluster,aac,gbm,50,0.8853007512472069,0.03617892142116057,20,50.0,0.008089852765033833
TAP,CDR_Length,cluster,aac,gbm,all,0.9730705801652366,0.010925045148275003,20,180.1,0.0024429143608797176
TAP,CDR_Length,cluster,aac,linear,100,0.9791546554948539,0.03585336591219623,20,100.0,0.008017056340184453
TAP,CDR_Length,cluster,aac,linear,150,0.9938552236282403,0.0020234409130983127,20,150.0,0.0004524551430142072
TAP,CDR_Length,cluster,aac,linear,25,0.8421001009315413,0.061183683224860244,20,25.0,0.013681087480460105
TAP,CDR_Length,cluster,aac,linear,50,0.9546830096146545,0.05495100534241233,20,50.0,0.012287418337758808
TAP,CDR_Length,cluster,aac,linear,all,0.993889334032068,0.0018524515255838397,20,180.1,0.0004142207536228656
TAP,CDR_Length,cluster,aac,mlp,100,0.2896107408568093,0.17383822241732944,20,100.0,0.03887140824128764
TAP,CDR_Length,cluster,aac,mlp,150,0.323736143226102,0.17033122091370678,20,150.0,0.03808721886535822
TAP,CDR_Length,cluster,aac,mlp,25,0.12248749075423507,0.13555821449853844,20,25.0,0.03031173825272295
TAP,CDR_Length,cluster,aac,mlp,50,0.22700680244421645,0.1299401828718719,20,50.0,0.02905550819102594
TAP,CDR_Length,cluster,aac,mlp,all,0.32721519160424545,0.16775565731507214,20,180.1,0.03751130533666611
TAP,CDR_Length,cluster,biophys,gbm,100,0.8329472123763523,0.04702708179353727,20,100.0,0.010515575167379205
TAP,CDR_Length,cluster,biophys,gbm,150,0.8671396022839648,0.038573869027709366,20,150.0,0.008625379330113186
TAP,CDR_Length,cluster,biophys,gbm,25,0.5733463557060479,0.12915077113083895,20,25.0,0.028878990359507327
TAP,CDR_Length,cluster,biophys,gbm,50,0.709614862842959,0.06832397013951169,20,50.0,0.015277704172461392
TAP,CDR_Length,cluster,biophys,gbm,all,0.8850514127601384,0.025995238176930193,20,180.1,0.005812711965491361
TAP,CDR_Length,cluster,biophys,linear,100,0.9208706521647881,0.025434134110788677,20,100.0,0.005687245282056965
TAP,CDR_Length,cluster,biophys,linear,150,0.9286232848675876,0.019230681348267338,20,150.0,0.004300111074836307
TAP,CDR_Length,cluster,biophys,linear,25,0.742919877376764,0.11884989008938275,20,25.0,0.026575643335823837
TAP,CDR_Length,cluster,biophys,linear,50,0.8784433756643832,0.04361018920604925,20,50.0,0.00975153475763537
TAP,CDR_Length,cluster,biophys,linear,all,0.9290778038659804,0.015710230508643137,20,180.1,0.003512914335951715
TAP,CDR_Length,cluster,biophys,mlp,100,0.2862328446312573,0.12105984524599417,20,100.0,0.02706980433156477
TAP,CDR_Length,cluster,biophys,mlp,150,0.328675255641868,0.09781982970022615,20,150.0,0.021873178875715854
TAP,CDR_Length,cluster,biophys,mlp,25,0.16801289317878454,0.1409646740684599,20,25.0,0.03152065936431781
TAP,CDR_Length,cluster,biophys,mlp,50,0.23524448200325523,0.14942715388861605,20,50.0,0.03341292737792675
TAP,CDR_Length,cluster,biophys,mlp,all,0.3418837646736038,0.12135117074067656,20,180.1,0.027134946692533628
TAP,CDR_Length,cluster,cheap,gbm,100,0.9410072106293166,0.029225255854959872,20,100.0,0.0065349658751514
TAP,CDR_Length,cluster,cheap,gbm,150,0.9663274367176852,0.019086735645418112,20,150.0,0.004267923837172322
TAP,CDR_Length,cluster,cheap,gbm,25,0.7332974944297205,0.13889441589503343,20,25.0,0.031057735563642202
TAP,CDR_Length,cluster,cheap,gbm,50,0.856694443473604,0.0547204032176847,20,50.0,0.01223585413509412
TAP,CDR_Length,cluster,cheap,gbm,all,0.9701071250677902,0.012940695543072665,20,180.1,0.0028936274910439036
TAP,CDR_Length,cluster,cheap,linear,100,0.992961729432901,0.002809166781024859,20,100.0,0.0006281487882505851
TAP,CDR_Length,cluster,cheap,linear,150,0.9942139442097842,0.0015188709277004536,20,150.0,0.00033962986433863824
TAP,CDR_Length,cluster,cheap,linear,25,0.8302965564570286,0.06259469085237028,20,25.0,0.013996598377648418
TAP,CDR_Length,cluster,cheap,linear,50,0.9153236568273257,0.060824336488418625,20,50.0,0.013600735107442488
TAP,CDR_Length,cluster,cheap,linear,all,0.9940882723350644,0.0015474545294153067,20,180.1,0.0003460213519862574
TAP,CDR_Length,cluster,cheap,mlp,100,0.2494238177592052,0.1593866171005467,20,100.0,0.03563993105405528
TAP,CDR_Length,cluster,cheap,mlp,150,0.3209349922220191,0.12254240596312795,20,150.0,0.027401314985992967
TAP,CDR_Length,cluster,cheap,mlp,25,0.11179058478861152,0.14232346935864848,20,25.0,0.031824495227954636
TAP,CDR_Length,cluster,cheap,mlp,50,0.2091015227292164,0.15493136590873943,20,50.0,0.034643706601883484
TAP,CDR_Length,cluster,cheap,mlp,all,0.3396358086076087,0.1166125385332606,20,180.1,0.02607535631891843
TAP,CDR_Length,cluster,esm2,gbm,100,0.7659568639141899,0.07108942778144081,20,100.0,0.01589607930008637
TAP,CDR_Length,cluster,esm2,gbm,150,0.8066001123620392,0.05078177316765508,20,150.0,0.011355149682085158
TAP,CDR_Length,cluster,esm2,gbm,25,0.400279097989279,0.141018030518068,20,25.0,0.031532590229153994
TAP,CDR_Length,cluster,esm2,gbm,50,0.6239828666694354,0.10922974681970316,20,50.0,0.02442451390539477
TAP,CDR_Length,cluster,esm2,gbm,all,0.8124119390441245,0.03784262730788956,20,180.1,0.008461868710763092
TAP,CDR_Length,cluster,esm2,linear,100,0.9391195079092703,0.018296563257668798,20,100.0,0.004091235919877243
TAP,CDR_Length,cluster,esm2,linear,150,0.9627519631875288,0.011978483404518882,20,150.0,0.002678470315985733
TAP,CDR_Length,cluster,esm2,linear,25,0.6950037119216375,0.15072525040681453,20,25.0,0.03370319058353151
TAP,CDR_Length,cluster,esm2,linear,50,0.861207143242526,0.046328716116400485,20,50.0,0.010359415854656153
TAP,CDR_Length,cluster,esm2,linear,all,0.9676266994297341,0.007817310661843789,20,180.1,0.0017480038041116583
TAP,CDR_Length,cluster,esm2,mlp,100,0.19630142161739136,0.14488489249465794,20,100.0,0.03239724685308042
TAP,CDR_Length,cluster,esm2,mlp,150,0.22576026318433087,0.10851224480703295,20,150.0,0.02426407557796242
TAP,CDR_Length,cluster,esm2,mlp,25,0.007844204716624007,0.1769239188526256,20,25.0,0.03956139094001274
TAP,CDR_Length,cluster,esm2,mlp,50,0.05064757316053461,0.17091373813505928,20,50.0,0.038217473675859065
TAP,CDR_Length,cluster,esm2,mlp,all,0.27419977426754194,0.09923110615524802,20,180.1,0.022188749884563236
TAP,CDR_Length,cluster,esm2+cheap,gbm,100,0.9111064837760795,0.041383075918527336,20,100.0,0.009253537087186167
TAP,CDR_Length,cluster,esm2+cheap,gbm,150,0.9457534894227051,0.01876443048930674,20,150.0,0.004195854213315951
TAP,CDR_Length,cluster,esm2+cheap,gbm,25,0.47618509573063295,0.16847221918672908,20,25.0,0.03767153344217705
TAP,CDR_Length,cluster,esm2+cheap,gbm,50,0.7761406899857222,0.08110254732049725,20,50.0,0.018135080895702527
TAP,CDR_Length,cluster,esm2+cheap,gbm,all,0.9535440440623398,0.017927753293598702,20,180.1,0.0040087675048332445
TAP,CDR_Length,cluster,esm2+cheap,linear,100,0.9484111600274965,0.014814624136996635,20,100.0,0.003312650663143363
TAP,CDR_Length,cluster,esm2+cheap,linear,150,0.9679669278569556,0.011042235420902042,20,150.0,0.0024691189024692965
TAP,CDR_Length,cluster,esm2+cheap,linear,25,0.740970214654318,0.07913504238641947,20,25.0,0.01769513341783611
TAP,CDR_Length,cluster,esm2+cheap,linear,50,0.8793799501224484,0.03848213985318964,20,50.0,0.008604868063138581
TAP,CDR_Length,cluster,esm2+cheap,linear,all,0.9729342816747162,0.006626806585571077,20,180.1,0.0014817989999080204
TAP,CDR_Length,cluster,esm2+cheap,mlp,100,0.2080072218870969,0.1381202709280517,20,100.0,0.030884631486581157
TAP,CDR_Length,cluster,esm2+cheap,mlp,150,0.25874979889405336,0.11355300646772129,20,150.0,0.025391224151129807
TAP,CDR_Length,cluster,esm2+cheap,mlp,25,-0.003597026886494151,0.17107146469105322,20,25.0,0.038252742405965004
TAP,CDR_Length,cluster,esm2+cheap,mlp,50,0.05616075720007618,0.1730094118098267,20,50.0,0.03868608055540274
TAP,CDR_Length,cluster,esm2+cheap,mlp,all,0.2951053780324678,0.11005849510702874,20,180.1,0.024609827656064426
TAP,CDR_Length,cluster,random,gbm,100,-0.017355895030576735,0.11878067846015627,20,100.0,0.026560167145045447
TAP,CDR_Length,cluster,random,gbm,150,-0.002062457179935441,0.1112776181806324,20,150.0,0.02488243186261605
TAP,CDR_Length,cluster,random,gbm,25,0.027930331429175708,0.14573993913136357,20,25.0,0.032588441093441056
TAP,CDR_Length,cluster,random,gbm,50,-0.016316596375039166,0.13607016005960776,20,50.0,0.030426212760255977
TAP,CDR_Length,cluster,random,gbm,all,0.007604386285097216,0.1049755742607225,20,180.1,0.023473252002405274
TAP,CDR_Length,cluster,random,linear,100,-0.02572585062858656,0.12172453029407002,20,100.0,0.027218432426677302
TAP,CDR_Length,cluster,random,linear,150,-0.028231191712159858,0.08128541414901037,20,150.0,0.01817597116164104
TAP,CDR_Length,cluster,random,linear,25,0.007397255166672214,0.133605233685725,20,25.0,0.029875038467102585
TAP,CDR_Length,cluster,random,linear,50,0.013318010585681637,0.15001577485318482,20,50.0,0.033544547026902474
TAP,CDR_Length,cluster,random,linear,all,-0.010690556195413502,0.09670565449131928,20,180.1,0.021624041725119773
TAP,CDR_Length,cluster,random,mlp,100,0.00829371309619557,0.09940465647050858,20,100.0,0.02222755691480715
TAP,CDR_Length,cluster,random,mlp,150,-0.004778490411753196,0.10859155397469168,20,150.0,0.024281809646974805
TAP,CDR_Length,cluster,random,mlp,25,-0.017958486501348934,0.13163302485493075,20,25.0,0.029434039165954454
TAP,CDR_Length,cluster,random,mlp,50,0.03308070497250266,0.12078853757260774,20,50.0,0.027009138091513833
TAP,CDR_Length,cluster,random,mlp,all,-0.0001304375818794383,0.08444770980660285,20,180.1,0.01888308196717396
TAP,CDR_Length,random,aac,gbm,100,0.9529705120338031,0.01644504659705745,20,100.0,0.003677224208417205
TAP,CDR_Length,random,aac,gbm,150,0.9758430130201153,0.00958925805028031,20,150.0,0.002144223285421387
TAP,CDR_Length,random,aac,gbm,25,0.7265446581021455,0.13074813144249187,20,25.0,0.029236170983648942
TAP,CDR_Length,random,aac,gbm,50,0.8911893445394415,0.025257717175364545,20,50.0,0.00564779725605791
TAP,CDR_Length,random,aac,gbm,all,0.978394787259322,0.008587095150981494,20,180.0,0.001920132848685344
TAP,CDR_Length,random,aac,linear,100,0.9830553129148386,0.028480918256608354,20,100.0,0.006368526928339107
TAP,CDR_Length,random,aac,linear,150,0.9928525919003285,0.005898009927443907,20,150.0,0.001318835112973318
TAP,CDR_Length,random,aac,linear,25,0.8224881964164836,0.06830815231907547,20,25.0,0.015274167200286265
TAP,CDR_Length,random,aac,linear,50,0.967408876793017,0.03537174230258358,20,50.0,0.007909362027118182
TAP,CDR_Length,random,aac,linear,all,0.9944201700257393,0.0014081945114004435,20,180.0,0.0003148818653033494
TAP,CDR_Length,random,aac,mlp,100,0.28015583870567895,0.1530004978482096,20,100.0,0.03421195137799069
TAP,CDR_Length,random,aac,mlp,150,0.3574470563497628,0.11678959577889475,20,150.0,0.026114947522633113
TAP,CDR_Length,random,aac,mlp,25,0.20110790574161222,0.14106800010653367,20,25.0,0.03154376376881569
TAP,CDR_Length,random,aac,mlp,50,0.24726645157136135,0.14239593985893761,20,50.0,0.03184070012445563
TAP,CDR_Length,random,aac,mlp,all,0.37163922971608115,0.11963389625382424,20,180.0,0.026750952443670845
TAP,CDR_Length,random,biophys,gbm,100,0.8549366264764077,0.024717633336588354,20,100.0,0.00552703083835265
TAP,CDR_Length,random,biophys,gbm,150,0.8871611384440593,0.03146387444414877,20,150.0,0.007035536209263505
TAP,CDR_Length,random,biophys,gbm,25,0.5372932134769088,0.14161527679210847,20,25.0,0.03166613855596029
TAP,CDR_Length,random,biophys,gbm,50,0.6961506452733155,0.1168700064086012,20,50.0,0.026132927886046833
TAP,CDR_Length,random,biophys,gbm,all,0.9083476160161981,0.022613932435608938,20,180.0,0.005056629016460897
TAP,CDR_Length,random,biophys,linear,100,0.9222088627630256,0.01931578637735336,20,100.0,0.004319141137862651
TAP,CDR_Length,random,biophys,linear,150,0.9279104538493327,0.015350515806670174,20,150.0,0.0034324796833399528
TAP,CDR_Length,random,biophys,linear,25,0.7789208588603478,0.10917614919218092,20,25.0,0.024412529111537528
TAP,CDR_Length,random,biophys,linear,50,0.8905407125254399,0.03526075150048485,20,50.0,0.007884543729281183
TAP,CDR_Length,random,biophys,linear,all,0.9302441792240325,0.017365717181051496,20,180.0,0.0038830924094867166
TAP,CDR_Length,random,biophys,mlp,100,0.29091616530365993,0.15542601260708166,20,100.0,0.03475431296611739
TAP,CDR_Length,random,biophys,mlp,150,0.32342773822148,0.12149593202580791,20,150.0,0.02716731629994002
TAP,CDR_Length,random,biophys,mlp,25,0.16226218821727895,0.15705573420945043,20,25.0,0.03511872979484704
TAP,CDR_Length,random,biophys,mlp,50,0.1954457645457768,0.13120049443648463,20,50.0,0.029337322424156258
TAP,CDR_Length,random,biophys,mlp,all,0.32442038565244113,0.1249229659591923,20,180.0,0.02793362438356462
TAP,CDR_Length,random,cheap,gbm,100,0.9499516323028478,0.017010439763214293,20,100.0,0.003803649963771258
TAP,CDR_Length,random,cheap,gbm,150,0.9753227086968213,0.0075960384645367,20,150.0,0.0016985258366407187
TAP,CDR_Length,random,cheap,gbm,25,0.7434777300707143,0.10051359273616302,20,25.0,0.022475522602078957
TAP,CDR_Length,random,cheap,gbm,50,0.8790324617569457,0.035231412641032016,20,50.0,0.007877983360869298
TAP,CDR_Length,random,cheap,gbm,all,0.9776112781042446,0.007558757908029693,20,180.0,0.0016901896507818498
TAP,CDR_Length,random,cheap,linear,100,0.9778336364255775,0.03415738531158418,20,100.0,0.007637823549035506
TAP,CDR_Length,random,cheap,linear,150,0.9932888994282607,0.006314734149000618,20,150.0,0.0014120174817004666
TAP,CDR_Length,random,cheap,linear,25,0.7909129379135034,0.06208918686165875,20,25.0,0.013883564249035578
TAP,CDR_Length,random,cheap,linear,50,0.9321193947549963,0.046623525630353074,20,50.0,0.01042533726601732
TAP,CDR_Length,random,cheap,linear,all,0.9945994863418737,0.001356651260082985,20,180.0,0.0003033564439306301
TAP,CDR_Length,random,cheap,mlp,100,0.2813869472367892,0.21075885456980015,20,100.0,0.04712711256780653
TAP,CDR_Length,random,cheap,mlp,150,0.3161236405796072,0.14415389673294532,20,150.0,0.032233791231635056
TAP,CDR_Length,random,cheap,mlp,25,0.18930188456972824,0.19159989024787688,20,25.0,0.04284303790757517
TAP,CDR_Length,random,cheap,mlp,50,0.2224586536798569,0.19758943171958313,20,50.0,0.0441823400960541
TAP,CDR_Length,random,cheap,mlp,all,0.3310678347616257,0.15833212345887487,20,180.0,0.03540413910759333
TAP,CDR_Length,random,esm2,gbm,100,0.7531022004230634,0.06277274138616525,20,100.0,0.014036411687347986
TAP,CDR_Length,random,esm2,gbm,150,0.8015734497069475,0.04242987286004544,20,150.0,0.009487607999173501
TAP,CDR_Length,random,esm2,gbm,25,0.46178212388335826,0.12948288944071465,20,25.0,0.028953254271252768
TAP,CDR_Length,random,esm2,gbm,50,0.6498587794717389,0.10738694737957778,20,50.0,0.024012451423692883
TAP,CDR_Length,random,esm2,gbm,all,0.8032736929834364,0.04040439100423894,20,180.0,0.009034696487495926
TAP,CDR_Length,random,esm2,linear,100,0.9408617265024242,0.014786617749703749,20,100.0,0.003306388244564255
TAP,CDR_Length,random,esm2,linear,150,0.9631363600896485,0.008740042092885222,20,150.0,0.0019543328245900885
TAP,CDR_Length,random,esm2,linear,25,0.7436991370361989,0.0928428263557511,20,25.0,0.020760287095466852
TAP,CDR_Length,random,esm2,linear,50,0.8783604770720064,0.02223165097929359,20,50.0,0.004971148284175024
TAP,CDR_Length,random,esm2,linear,all,0.9691750529488271,0.008191030892430074,20,180.0,0.0018315701881274414
TAP,CDR_Length,random,esm2,mlp,100,0.22145766506619058,0.1335241936666169,20,100.0,0.02985691736794023
TAP,CDR_Length,random,esm2,mlp,150,0.28903406575249624,0.1418632409694369,20,150.0,0.031721585031609406
TAP,CDR_Length,random,esm2,mlp,25,0.11245115344129326,0.15214517140397263,20,25.0,0.03402069457076399
TAP,CDR_Length,random,esm2,mlp,50,0.1633900739648108,0.16009697918075996,20,50.0,0.035798772844054784
TAP,CDR_Length,random,esm2,mlp,all,0.2993425893295299,0.14579036361604092,20,180.0,0.032599716350987955
TAP,CDR_Length,random,esm2+cheap,gbm,100,0.9102178697227282,0.03415962365921709,20,100.0,0.0076383240587819526
TAP,CDR_Length,random,esm2+cheap,gbm,150,0.9507722659126457,0.015755972584408123,20,150.0,0.00352314257503596
TAP,CDR_Length,random,esm2+cheap,gbm,25,0.5073189336842246,0.12178183115932609,20,25.0,0.027231245289665515
TAP,CDR_Length,random,esm2+cheap,gbm,50,0.8045153732849272,0.07922080469969643,20,50.0,0.017714310454075604
TAP,CDR_Length,random,esm2+cheap,gbm,all,0.9588952670097898,0.013001456834221574,20,180.0,0.002907214128784865
TAP,CDR_Length,random,esm2+cheap,linear,100,0.9478031947033033,0.014105816888654232,20,100.0,0.0031541565441195445
TAP,CDR_Length,random,esm2+cheap,linear,150,0.9680614122443607,0.007792187967173479,20,150.0,0.00174238619880558
TAP,CDR_Length,random,esm2+cheap,linear,25,0.7667150669799702,0.08474178548739508,20,25.0,0.018948839288452056
TAP,CDR_Length,random,esm2+cheap,linear,50,0.8905855368972679,0.021624207302122788,20,50.0,0.004835319748709388
TAP,CDR_Length,random,esm2+cheap,linear,all,0.9736705630844747,0.006904881055085089,20,180.0,0.0015439783415720728
TAP,CDR_Length,random,esm2+cheap,mlp,100,0.22531672966614386,0.15178331179247123,20,100.0,0.03393978030180111
TAP,CDR_Length,random,esm2+cheap,mlp,150,0.29678632496462315,0.15394416665811345,20,150.0,0.03442296213870983
TAP,CDR_Length,random,esm2+cheap,mlp,25,0.09870713403796849,0.177673791513351,20,25.0,0.039729067564397806
TAP,CDR_Length,random,esm2+cheap,mlp,50,0.13596334575026175,0.16550863091525822,20,50.0,0.03700885495894406
TAP,CDR_Length,random,esm2+cheap,mlp,all,0.30208527411633085,0.14606420290080913,20,180.0,0.032660948676553114
TAP,CDR_Length,random,random,gbm,100,-0.015501257088829806,0.10415546476993451,20,100.0,0.023289869945365804
TAP,CDR_Length,random,random,gbm,150,-0.018710162901533177,0.13808108281399098,20,150.0,0.030875868757886178
TAP,CDR_Length,random,random,gbm,25,0.007152708426835075,0.12372643965197065,20,25.0,0.02766607296758318
TAP,CDR_Length,random,random,gbm,50,0.04347535361742228,0.14377740733122554,20,50.0,0.032149605642129694
TAP,CDR_Length,random,random,gbm,all,-0.04218894076915769,0.1345760847504061,20,180.0,0.030092127364768087
TAP,CDR_Length,random,random,linear,100,0.017645751029565265,0.10402629180593295,20,100.0,0.023260985992529543
TAP,CDR_Length,random,random,linear,150,0.0002641752833151094,0.11042049057824947,20,150.0,0.024690772304184087
TAP,CDR_Length,random,random,linear,25,0.010596160074285006,0.13746088798008366,20,25.0,0.03073718897709508
TAP,CDR_Length,random,random,linear,50,0.0431865004423715,0.0746943155001634,20,50.0,0.016702156699118155
TAP,CDR_Length,random,random,linear,all,0.0037102135712801672,0.11356046152846284,20,180.0,0.025392891153389257
TAP,CDR_Length,random,random,mlp,100,-0.002399625055464499,0.15988480388606663,20,100.0,0.03575132900584675
TAP,CDR_Length,random,random,mlp,150,-0.0030228722208925237,0.14247003360310842,20,150.0,0.03185726798932297
TAP,CDR_Length,random,random,mlp,25,-0.01399139992227629,0.14167861443724009,20,25.0,0.03168030128396519
TAP,CDR_Length,random,random,mlp,50,-0.014456477358408664,0.1527762427245285,20,50.0,0.03416180640790534
TAP,CDR_Length,random,random,mlp,all,0.016853823442801653,0.15134448211092952,20,180.0,0.03384165500195393
TAP,PNC,cluster,aac,gbm,100,0.4112821973622142,0.10775659916846551,20,100.0,0.024095108076488618
TAP,PNC,cluster,aac,gbm,150,0.47063848822041,0.11812385325408091,20,150.0,0.026413296564033465
TAP,PNC,cluster,aac,gbm,25,0.15964029839258223,0.14312171687646333,20,25.0,0.032002988799225085
TAP,PNC,cluster,aac,gbm,50,0.31665488788894103,0.15873292172924375,20,50.0,0.03549376032537425
TAP,PNC,cluster,aac,gbm,all,0.5146027855755282,0.09119650244399842,20,180.1,0.020392157877500615
TAP,PNC,cluster,aac,linear,100,0.43696780374490113,0.11875193140067061,20,100.0,0.02655373910712913
TAP,PNC,cluster,aac,linear,150,0.5084205524691707,0.10352500859352141,20,150.0,0.023148895658636377
TAP,PNC,cluster,aac,linear,25,0.2434682103357136,0.11622074086912365,20,25.0,0.025987747697874847
TAP,PNC,cluster,aac,linear,50,0.3467842107069309,0.11548155366947624,20,50.0,0.025822460415223913
TAP,PNC,cluster,aac,linear,all,0.5385080685323743,0.09723466526782319,20,180.1,0.021742332130829045
TAP,PNC,cluster,aac,mlp,100,0.25017981274769757,0.16310479954764998,20,100.0,0.03647134192450223
TAP,PNC,cluster,aac,mlp,150,0.31676625649382345,0.14685234905651653,20,150.0,0.03283718351458981
TAP,PNC,cluster,aac,mlp,25,0.035746446012701355,0.1721737567139643,20,25.0,0.038499222395393495
TAP,PNC,cluster,aac,mlp,50,0.15508871518364792,0.13705421171187718,20,50.0,0.030646253399040518
TAP,PNC,cluster,aac,mlp,all,0.35764561997390165,0.12620379510484514,20,180.1,0.028220026487288892
TAP,PNC,cluster,biophys,gbm,100,0.2992843155900412,0.10775039709014268,20,100.0,0.024093721249615455
TAP,PNC,cluster,biophys,gbm,150,0.352620765824391,0.09613490815776986,20,150.0,0.021496418965147247
TAP,PNC,cluster,biophys,gbm,25,0.23410957471190058,0.17085080239587777,20,25.0,0.03820340081675666
TAP,PNC,cluster,biophys,gbm,50,0.3137461682879846,0.13105657139263285,20,50.0,0.029305140253198133
TAP,PNC,cluster,biophys,gbm,all,0.37314296804270664,0.11225526533418025,20,180.1,0.025101040411950267
TAP,PNC,cluster,biophys,linear,100,0.4863221913359378,0.12074867416932544,20,100.0,0.027000224363558464
TAP,PNC,cluster,biophys,linear,150,0.5096272681377609,0.11672297979283888,20,150.0,0.026100051735312206
TAP,PNC,cluster,biophys,linear,25,0.3742237687095498,0.17428795722390086,20,25.0,0.03897197200122179
TAP,PNC,cluster,biophys,linear,50,0.4190428801555588,0.14408028773574852,20,50.0,0.032217331759486295
TAP,PNC,cluster,biophys,linear,all,0.49953648005406714,0.11746879816038198,20,180.1,0.026266821792181635
TAP,PNC,cluster,biophys,mlp,100,0.29526874105007667,0.1303965628189427,20,100.0,0.02915755784954775
TAP,PNC,cluster,biophys,mlp,150,0.35779250980669663,0.12915411092781756,20,150.0,0.02887973716081485
TAP,PNC,cluster,biophys,mlp,25,0.16430832565910214,0.18509219574049124,20,25.0,0.041387873178043544
TAP,PNC,cluster,biophys,mlp,50,0.2228070166382076,0.1662653573911601,20,50.0,0.03717806414299311
TAP,PNC,cluster,biophys,mlp,all,0.36600937441476106,0.10386529552269916,20,180.1,0.023224986129185984
TAP,PNC,cluster,cheap,gbm,100,0.40879727659828957,0.1190405018532489,20,100.0,0.02661826542195542
TAP,PNC,cluster,cheap,gbm,150,0.4895924443811629,0.12227401913351633,20,150.0,0.027341301866465245
TAP,PNC,cluster,cheap,gbm,25,0.2945664260403457,0.16329245480955323,20,25.0,0.03651330291669735
TAP,PNC,cluster,cheap,gbm,50,0.39844652924879825,0.15372384445920864,20,50.0,0.03437369659733949
TAP,PNC,cluster,cheap,gbm,all,0.5165317738324485,0.09654220877070317,20,180.1,0.02158749415092687
TAP,PNC,cluster,cheap,linear,100,0.5482747703744955,0.10593703465612947,20,100.0,0.023688241082585652
TAP,PNC,cluster,cheap,linear,150,0.5881290578713363,0.10203618041473773,20,150.0,0.022815983557178624
TAP,PNC,cluster,cheap,linear,25,0.3777953539138728,0.15185566245507073,20,25.0,0.033955958401780076
TAP,PNC,cluster,cheap,linear,50,0.4735693836680899,0.13365995176386952,20,50.0,0.029887273801335514
TAP,PNC,cluster,cheap,linear,all,0.6006334999456634,0.09300356558436278,20,180.1,0.02079622947964951
TAP,PNC,cluster,cheap,mlp,100,0.30647584986933063,0.14092596302305868,20,100.0,0.031512003311418096
TAP,PNC,cluster,cheap,mlp,150,0.3550431912957556,0.13307493977071347,20,150.0,0.029756461142900557
TAP,PNC,cluster,cheap,mlp,25,0.1201425644067116,0.15961808249903775,20,25.0,0.03569168829060179
TAP,PNC,cluster,cheap,mlp,50,0.213638473507571,0.16988859792148364,20,50.0,0.03798824535545669
TAP,PNC,cluster,cheap,mlp,all,0.39251033150601855,0.1336021287032987,20,180.1,0.029874344171925173
TAP,PNC,cluster,esm2,gbm,100,0.34168687013218146,0.10469840724515195,20,100.0,0.023411275573611622
