dataset,target,split,features,head,n_request,mean,std,count,n_train,sem
SAbDab_Chen,developability,random,esm2+cheap,linear,1000,0.8446233839717431,0.021951879354194213,20,1000.0,0.004908589446985244
SAbDab_Chen,developability,random,esm2+cheap,linear,200,0.742796457597476,0.02588918548732977,20,200.0,0.005788997863177038
SAbDab_Chen,developability,random,esm2+cheap,linear,25,0.6015735914406227,0.0699828865430032,20,25.0,0.015648649157181043
SAbDab_Chen,developability,random,esm2+cheap,linear,50,0.636264617125613,0.052397072774526134,20,50.0,0.011716341654584394
SAbDab_Chen,developability,random,esm2+cheap,linear,500,0.8105196152395322,0.01830578508863486,20,500.0,0.004093297983968956
SAbDab_Chen,developability,random,esm2+cheap,linear,all,0.8797499228421521,0.017453867134438937,20,1806.0,0.0039028033382854923
SAbDab_Chen,developability,random,esm2+cheap,mlp,100,0.6966243441582936,0.028332073573816646,20,100.0,0.0063352442454579425
SAbDab_Chen,developability,random,esm2+cheap,mlp,1000,0.8528758444497789,0.019893009486830895,20,1000.0,0.004448212148960209
SAbDab_Chen,developability,random,esm2+cheap,mlp,200,0.7595671444737835,0.022245529450546326,20,200.0,0.004974251604689513
SAbDab_Chen,developability,random,esm2+cheap,mlp,25,0.5991439765440143,0.0683301947934399,20,25.0,0.01527909604739338
SAbDab_Chen,developability,random,esm2+cheap,mlp,50,0.6491774116113989,0.0487042289776851,20,50.0,0.010890596678581896
SAbDab_Chen,developability,random,esm2+cheap,mlp,500,0.8244869003120607,0.01944187331322335,20,500.0,0.0043473350338306465
SAbDab_Chen,developability,random,esm2+cheap,mlp,all,0.8688663797537808,0.01933610365337125,20,1806.0,0.004323684218892014
